1,265.94,0,0,90,0,1513,Haze,haze,2016/1/1 0:00
1,265.94,0,0,90,0,1513,Snow,light snow,2016/1/1 0:00
1,266,0,0,90,1,1550,Snow,light snow,2016/1/1 1:00
1,266.01,0,0,90,3,719,Snow,light snow,2016/1/1 3:00
1,264.8,0,0,90,4,533,Clouds,overcast clouds,2016/1/1 4:00
1,264.38,0,0,90,5,586,Clouds,overcast clouds,2016/1/1 5:00
1,263.99,0,0,1,6,809,Clear,sky is clear,2016/1/1 6:00
1,264.16,0,0,1,7,882,Clear,sky is clear,2016/1/1 7:00
1,264.8,0,0,75,8,1077,Clouds,broken clouds,2016/1/1 8:00
1,265.76,0,0,90,9,1574,Clouds,overcast clouds,2016/1/1 9:00
1,267.61,0,0,40,10,2059,Clouds,scattered clouds,2016/1/1 10:00
1,269.43,0,0,1,12,3206,Clear,sky is clear,2016/1/1 12:00
1,271.77,0,0,1,13,3498,Clear,sky is clear,2016/1/1 13:00
1,271.98,0,0,1,14,3453,Clear,sky is clear,2016/1/1 14:00
1,271.93,0,0,1,16,3359,Clear,sky is clear,2016/1/1 16:00
1,269.4,0,0,1,18,2899,Clear,sky is clear,2016/1/1 18:00
1,267.65,0,0,1,20,2134,Clear,sky is clear,2016/1/1 20:00
1,266.52,0,0,1,21,1845,Clear,sky is clear,2016/1/1 21:00
1,265.51,0,0,1,23,1280,Clear,sky is clear,2016/1/1 23:00
0,264.87,0,0,1,1,633,Clear,sky is clear,2016/1/2 1:00
0,263.58,0,0,1,2,655,Clear,sky is clear,2016/1/2 2:00
0,263.76,0,0,1,3,659,Clear,sky is clear,2016/1/2 3:00
0,263.24,0,0,1,4,378,Clear,sky is clear,2016/1/2 4:00
0,263.09,0,0,1,5,610,Clear,sky is clear,2016/1/2 5:00
0,263.14,0,0,1,6,1043,Clear,sky is clear,2016/1/2 6:00
0,263.39,0,0,1,7,1440,Clear,sky is clear,2016/1/2 7:00
0,264.19,0,0,1,8,1880,Clear,sky is clear,2016/1/2 8:00
0,264.99,0,0,1,9,2715,Clear,sky is clear,2016/1/2 9:00
0,267.69,0,0,1,10,3153,Clear,sky is clear,2016/1/2 10:00
0,269.82,0,0,1,12,4236,Clear,sky is clear,2016/1/2 12:00
0,272.08,0,0,1,13,4426,Clear,sky is clear,2016/1/2 13:00
0,272.57,0,0,1,15,4513,Clear,sky is clear,2016/1/2 15:00
0,271.62,0,0,1,17,4498,Clear,sky is clear,2016/1/2 17:00
0,269.96,0,0,1,19,3148,Clear,sky is clear,2016/1/2 19:00
0,269.35,0,0,5,21,2649,Clear,sky is clear,2016/1/2 21:00
0,269.15,0,0,75,22,2552,Clouds,broken clouds,2016/1/2 22:00
0,269.56,0,0,90,23,1830,Clouds,overcast clouds,2016/1/2 23:00
0,269.89,0,0,90,0,931,Clouds,overcast clouds,2016/1/3 0:00
0,270.26,0,0,90,1,633,Clouds,overcast clouds,2016/1/3 1:00
0,270.24,0,0,90,3,659,Clouds,overcast clouds,2016/1/3 3:00
0,270.21,0,0,90,5,606,Clouds,overcast clouds,2016/1/3 5:00
0,270.11,0,0,90,7,1347,Clouds,overcast clouds,2016/1/3 7:00
0,270.12,0,0,75,9,2484,Clouds,broken clouds,2016/1/3 9:00
0,270.68,0,0,90,11,3286,Clouds,overcast clouds,2016/1/3 11:00
0,270.96,0,0,90,12,3755,Clouds,overcast clouds,2016/1/3 12:00
0,270.98,0,0,90,14,4369,Clouds,overcast clouds,2016/1/3 14:00
0,271.12,0,0,90,16,4052,Clouds,overcast clouds,2016/1/3 16:00
0,270.21,0,0,1,18,3278,Clear,sky is clear,2016/1/3 18:00
0,268.65,0,0,1,20,1813,Clear,sky is clear,2016/1/3 20:00
0,267.3,0,0,1,22,1415,Clear,sky is clear,2016/1/3 22:00
0,265.36,0,0,1,0,476,Clear,sky is clear,2016/1/4 0:00
0,263.51,0,0,1,2,270,Clear,sky is clear,2016/1/4 2:00
0,261.64,0,0,1,3,410,Mist,mist,2016/1/4 3:00
0,260.54,0,0,1,5,2672,Mist,mist,2016/1/4 5:00
0,259.91,0,0,1,6,5532,Mist,mist,2016/1/4 6:00
0,259.25,0,0,90,7,6234,Mist,mist,2016/1/4 7:00
0,259.25,0,0,90,7,6234,Fog,fog,2016/1/4 7:00
0,258.93,0,0,1,8,5670,Fog,fog,2016/1/4 8:00
0,258.93,0,0,1,8,5670,Mist,mist,2016/1/4 8:00
0,261.23,0,0,75,9,4637,Fog,fog,2016/1/4 9:00
0,261.23,0,0,75,9,4637,Mist,mist,2016/1/4 9:00
0,261.23,0,0,75,9,4637,Snow,light snow,2016/1/4 9:00
0,263.24,0,0,1,10,4057,Mist,mist,2016/1/4 10:00
0,263.24,0,0,1,10,4057,Snow,light snow,2016/1/4 10:00
0,265.88,0,0,1,11,4235,Clear,sky is clear,2016/1/4 11:00
0,268.44,0,0,1,13,4667,Clear,sky is clear,2016/1/4 13:00
0,268.68,0,0,1,15,5618,Clear,sky is clear,2016/1/4 15:00
0,267.14,0,0,90,17,6053,Clouds,overcast clouds,2016/1/4 17:00
0,265.74,0,0,5,19,2834,Clear,sky is clear,2016/1/4 19:00
0,265.93,0,0,90,21,1902,Mist,mist,2016/1/4 21:00
0,266.26,0,0,90,22,1389,Clouds,overcast clouds,2016/1/4 22:00
0,266.21,0,0,90,0,489,Clouds,overcast clouds,2016/1/5 0:00
0,266.66,0,0,90,1,351,Clouds,overcast clouds,2016/1/5 1:00
0,266.87,0,0,90,3,309,Clouds,overcast clouds,2016/1/5 3:00
0,268.43,0,0,90,5,2692,Clouds,overcast clouds,2016/1/5 5:00
0,268.11,0,0,40,6,5734,Clouds,scattered clouds,2016/1/5 6:00
0,267.86,0,0,40,7,6525,Clouds,scattered clouds,2016/1/5 7:00
0,267.61,0,0,1,8,5762,Clear,sky is clear,2016/1/5 8:00
0,268.29,0,0,1,9,4836,Clear,sky is clear,2016/1/5 9:00
0,269.51,0,0,75,10,4166,Clouds,broken clouds,2016/1/5 10:00
0,271.28,0,0,1,12,4671,Clear,sky is clear,2016/1/5 12:00
0,271.83,0,0,40,13,4708,Clouds,scattered clouds,2016/1/5 13:00
0,271.9,0,0,1,14,5188,Clear,sky is clear,2016/1/5 14:00
0,271.52,0,0,1,16,6487,Clear,sky is clear,2016/1/5 16:00
0,270.18,0,0,1,18,4306,Clear,sky is clear,2016/1/5 18:00
0,269.28,0,0,90,20,2492,Clouds,overcast clouds,2016/1/5 20:00
0,269.59,0,0,90,22,1432,Clouds,overcast clouds,2016/1/5 22:00
0,270.24,0,0,90,23,972,Clouds,overcast clouds,2016/1/5 23:00
0,270.7,0,0,90,0,757,Clouds,overcast clouds,2016/1/6 0:00
0,270.72,0,0,90,1,555,Clouds,overcast clouds,2016/1/6 1:00
0,270.85,0,0,90,2,426,Clouds,overcast clouds,2016/1/6 2:00
0,270.59,0,0,90,3,475,Clouds,overcast clouds,2016/1/6 3:00
0,269.84,0,0,1,4,1007,Clear,sky is clear,2016/1/6 4:00
0,269.3,0,0,1,5,2772,Clear,sky is clear,2016/1/6 5:00
0,269.53,0,0,1,6,5765,Clear,sky is clear,2016/1/6 6:00
0,269.64,0,0,1,7,6716,Clear,sky is clear,2016/1/6 7:00
0,269.84,0,0,1,9,5104,Clear,sky is clear,2016/1/6 9:00
0,271.66,0,0,1,11,4568,Clear,sky is clear,2016/1/6 11:00
0,272.56,0,0,90,12,4699,Clouds,overcast clouds,2016/1/6 12:00
0,273.2,0.25,0,90,13,4889,Rain,light rain,2016/1/6 13:00
0,273.41,0,0,90,15,5623,Clouds,overcast clouds,2016/1/6 15:00
0,273.26,0,0,90,17,6071,Haze,haze,2016/1/6 17:00
0,273.26,0,0,90,17,6071,Snow,light snow,2016/1/6 17:00
0,272.65,0,0,90,19,2815,Snow,light snow,2016/1/6 19:00
0,272.65,0,0,90,19,2815,Mist,mist,2016/1/6 19:00
0,272.47,0,0.25,90,21,2077,Snow,light snow,2016/1/6 21:00
0,272.47,0,0.25,90,21,2077,Mist,mist,2016/1/6 21:00
0,272.39,0,0,90,23,926,Snow,light snow,2016/1/6 23:00
0,272.39,0,0,90,23,926,Mist,mist,2016/1/6 23:00
0,272.39,0,0,90,23,926,Rain,light rain,2016/1/6 23:00
0,272.54,0,0,75,0,558,Mist,mist,2016/1/7 0:00
0,272.54,0,0,75,0,558,Snow,light snow,2016/1/7 0:00
0,272.49,0,0,75,1,323,Mist,mist,2016/1/7 1:00
0,272.49,0,0,75,1,323,Snow,light snow,2016/1/7 1:00
0,272.54,0,0,40,2,315,Mist,mist,2016/1/7 2:00
0,272.54,0,0,40,2,315,Snow,light snow,2016/1/7 2:00
0,272.49,0,0,90,3,524,Mist,mist,2016/1/7 3:00
0,272.49,0,0,90,3,524,Snow,light snow,2016/1/7 3:00
0,272.49,0,0,90,4,1081,Snow,light snow,2016/1/7 4:00
0,272.49,0,0,90,4,1081,Mist,mist,2016/1/7 4:00
0,272.54,0,0,90,5,2842,Mist,mist,2016/1/7 5:00
0,272.54,0,0,90,5,2842,Snow,light snow,2016/1/7 5:00
0,272.59,0,0,90,7,6270,Mist,mist,2016/1/7 7:00
0,272.59,0,0,90,7,6270,Snow,light snow,2016/1/7 7:00
0,272.68,0,0,90,9,4839,Mist,mist,2016/1/7 9:00
0,272.68,0,0,90,9,4839,Rain,light rain,2016/1/7 9:00
0,272.68,0,0,90,9,4839,Snow,light snow,2016/1/7 9:00
0,273.35,0,0,90,11,4517,Mist,mist,2016/1/7 11:00
0,273.35,0,0,90,11,4517,Snow,light snow,2016/1/7 11:00
0,273.74,0,0.06,90,12,4879,Snow,light snow,2016/1/7 12:00
0,273.74,0,0.06,90,12,4879,Mist,mist,2016/1/7 12:00
0,273.74,0,0,90,13,4738,Mist,mist,2016/1/7 13:00
0,273.74,0,0,90,13,4738,Snow,light snow,2016/1/7 13:00
0,273.8,0,0.06,90,15,5811,Snow,light snow,2016/1/7 15:00
0,273.8,0,0.06,90,15,5811,Mist,mist,2016/1/7 15:00
0,273.74,0,0.13,90,16,6438,Snow,light snow,2016/1/7 16:00
0,273.74,0,0.13,90,16,6438,Mist,mist,2016/1/7 16:00
0,273.68,0,0,90,19,3099,Mist,mist,2016/1/7 19:00
0,273.68,0,0,90,19,3099,Snow,light snow,2016/1/7 19:00
0,273.54,0,0,90,21,2910,Mist,mist,2016/1/7 21:00
0,273.52,0,0.1,90,23,1241,Snow,light snow,2016/1/7 23:00
0,273.52,0,0.1,90,23,1241,Mist,mist,2016/1/7 23:00
0,273.35,0,0.06,75,0,628,Snow,snow,2016/1/8 0:00
0,273.35,0,0.06,75,0,628,Mist,mist,2016/1/8 0:00
0,273.35,0,0.06,75,0,628,Fog,fog,2016/1/8 0:00
0,273.35,0,0.06,75,0,628,Rain,light rain,2016/1/8 0:00
0,273.28,0,0.17,90,1,359,Snow,light snow,2016/1/8 1:00
0,273.28,0,0.17,90,1,359,Mist,mist,2016/1/8 1:00
0,273.28,0,0.17,90,1,359,Rain,light rain,2016/1/8 1:00
0,273.22,0,0.08,90,3,401,Snow,light snow,2016/1/8 3:00
0,273.22,0,0.08,90,3,401,Mist,mist,2016/1/8 3:00
0,273.02,0,0,90,4,815,Snow,light snow,2016/1/8 4:00
0,273.02,0,0,90,4,815,Mist,mist,2016/1/8 4:00
0,273.08,0,0,90,5,2547,Snow,light snow,2016/1/8 5:00
0,273.08,0,0,90,5,2547,Mist,mist,2016/1/8 5:00
0,272.91,0,0,90,7,5960,Mist,mist,2016/1/8 7:00
0,272.91,0,0,90,7,5960,Snow,light snow,2016/1/8 7:00
0,272.98,0,0,90,9,4749,Mist,mist,2016/1/8 9:00
0,272.98,0,0,90,9,4749,Snow,light snow,2016/1/8 9:00
0,273.71,0,0,90,10,4428,Mist,mist,2016/1/8 10:00
0,273.71,0,0,90,10,4428,Snow,light snow,2016/1/8 10:00
0,273.92,0,0,90,12,4879,Mist,mist,2016/1/8 12:00
0,273.92,0,0,90,12,4879,Snow,light snow,2016/1/8 12:00
0,273.8,0,0.25,90,13,4933,Snow,light snow,2016/1/8 13:00
0,273.8,0,0.25,90,13,4933,Mist,mist,2016/1/8 13:00
0,273.67,0,0.13,90,15,5548,Snow,light snow,2016/1/8 15:00
0,273.67,0,0.13,90,15,5548,Mist,mist,2016/1/8 15:00
0,272.56,0,0,90,17,5982,Snow,light snow,2016/1/8 17:00
0,272.56,0,0,90,17,5982,Mist,mist,2016/1/8 17:00
0,271.33,0,0,90,19,3233,Snow,light snow,2016/1/8 19:00
0,271.33,0,0,90,19,3233,Mist,mist,2016/1/8 19:00
0,270.15,0,0,90,21,2506,Snow,light snow,2016/1/8 21:00
0,270.15,0,0,90,21,2506,Mist,mist,2016/1/8 21:00
0,270.15,0,0,90,21,2506,Haze,haze,2016/1/8 21:00
0,268.64,0,0,90,23,1514,Snow,light snow,2016/1/8 23:00
0,266.47,0,0,90,0,1107,Clouds,overcast clouds,2016/1/9 0:00
0,264.72,0,0,90,1,690,Snow,light snow,2016/1/9 1:00
0,263.8,0,0,90,2,480,Snow,light snow,2016/1/9 2:00
0,261.09,0,0,90,4,273,Snow,light snow,2016/1/9 4:00
0,259.73,0,0,90,6,850,Snow,light snow,2016/1/9 6:00
0,258.9,0,0,90,8,1885,Clouds,overcast clouds,2016/1/9 8:00
0,259.09,0,0,90,10,3908,Clouds,overcast clouds,2016/1/9 10:00
0,258.99,0,0,90,12,4984,Snow,light snow,2016/1/9 12:00
0,258.99,0,0,90,12,4984,Haze,haze,2016/1/9 12:00
0,258.99,0,0,90,12,4984,Mist,mist,2016/1/9 12:00
0,258.46,0,0,90,14,4570,Snow,light snow,2016/1/9 14:00
0,258.46,0,0,90,14,4570,Haze,haze,2016/1/9 14:00
0,257.36,0,0,75,16,4237,Clouds,broken clouds,2016/1/9 16:00
0,256.33,0,0,40,18,3861,Clouds,scattered clouds,2016/1/9 18:00
0,255.2,0,0,1,20,2491,Clear,sky is clear,2016/1/9 20:00
0,253.62,0,0,1,22,2172,Clear,sky is clear,2016/1/9 22:00
0,251.95,0,0,1,0,1107,Clear,sky is clear,2016/1/10 0:00
0,251.15,0,0,1,2,480,Clear,sky is clear,2016/1/10 2:00
0,250.29,0,0,1,4,273,Clear,sky is clear,2016/1/10 4:00
0,249.48,0,0,1,6,748,Clear,sky is clear,2016/1/10 6:00
0,249.22,0,0,1,8,1721,Clear,sky is clear,2016/1/10 8:00
0,250.36,0,0,1,9,2779,Clear,sky is clear,2016/1/10 9:00
0,251.15,0,0,1,10,3919,Clear,sky is clear,2016/1/10 10:00
0,252.44,0,0,1,11,3973,Clear,sky is clear,2016/1/10 11:00
0,253.08,0,0,1,12,3393,Clear,sky is clear,2016/1/10 12:00
0,254.28,0,0,1,13,3258,Clear,sky is clear,2016/1/10 13:00
0,254.82,0,0,1,15,3601,Clear,sky is clear,2016/1/10 15:00
0,254.65,0,0,1,17,3240,Clear,sky is clear,2016/1/10 17:00
0,251.83,0,0,1,19,2501,Clear,sky is clear,2016/1/10 19:00
0,249.87,0,0,5,21,2941,Clear,sky is clear,2016/1/10 21:00
0,248.88,0,0,75,23,805,Clouds,broken clouds,2016/1/10 23:00
0,248.08,0,0,1,0,483,Clear,sky is clear,2016/1/11 0:00
0,248.22,0,0,90,1,269,Mist,mist,2016/1/11 1:00
0,248.22,0,0,90,1,269,Snow,light snow,2016/1/11 1:00
0,248.51,0,0,1,3,284,Mist,mist,2016/1/11 3:00
0,248.51,0,0,1,3,284,Haze,haze,2016/1/11 3:00
0,248.51,0,0,1,3,284,Snow,light snow,2016/1/11 3:00
0,248.22,0,0,1,4,830,Clear,sky is clear,2016/1/11 4:00
0,248.42,0,0,1,6,4873,Snow,light snow,2016/1/11 6:00
0,248.42,0,0,1,6,4873,Haze,haze,2016/1/11 6:00
0,248.61,0,0,75,8,5494,Haze,haze,2016/1/11 8:00
0,248.61,0,0,75,8,5494,Snow,light snow,2016/1/11 8:00
0,250.99,0,0,40,10,3921,Haze,haze,2016/1/11 10:00
0,250.99,0,0,40,10,3921,Mist,mist,2016/1/11 10:00
0,250.99,0,0,40,10,3921,Snow,light snow,2016/1/11 10:00
0,255.21,0,0,40,11,4135,Snow,light snow,2016/1/11 11:00
0,256.35,0,0,1,13,4477,Snow,light snow,2016/1/11 13:00
0,257.75,0,0,90,15,5540,Haze,haze,2016/1/11 15:00
0,257.75,0,0,90,15,5540,Mist,mist,2016/1/11 15:00
0,257.93,0,0,90,17,5310,Snow,light snow,2016/1/11 17:00
0,258.08,0,0,90,19,2535,Snow,light snow,2016/1/11 19:00
0,258.3,0,0,40,21,1963,Snow,light snow,2016/1/11 21:00
0,256.65,0,0,90,22,1215,Haze,haze,2016/1/11 22:00
0,256.65,0,0,90,22,1215,Snow,light snow,2016/1/11 22:00
0,256.36,0,0,20,0,484,Snow,light snow,2016/1/12 0:00
0,256.36,0,0,20,0,484,Haze,haze,2016/1/12 0:00
0,255.55,0,0,1,1,326,Snow,light snow,2016/1/12 1:00
0,254.95,0,0,1,3,331,Snow,light snow,2016/1/12 3:00
0,253.69,0,0,1,4,863,Clear,sky is clear,2016/1/12 4:00
0,253.29,0,0,1,5,2577,Clear,sky is clear,2016/1/12 5:00
0,252.35,0,0,1,6,5285,Clear,sky is clear,2016/1/12 6:00
0,251.95,0,0,1,8,5207,Clear,sky is clear,2016/1/12 8:00
0,252.36,0,0,1,10,4070,Clear,sky is clear,2016/1/12 10:00
0,254.42,0,0,1,11,4221,Clear,sky is clear,2016/1/12 11:00
0,255.48,0,0,1,13,4636,Clear,sky is clear,2016/1/12 13:00
0,256.86,0,0,1,15,5638,Clear,sky is clear,2016/1/12 15:00
0,256.44,0,0,5,17,6062,Clear,sky is clear,2016/1/12 17:00
0,254.29,0,0,1,19,2972,Clear,sky is clear,2016/1/12 19:00
0,253.44,0,0,1,21,3424,Clear,sky is clear,2016/1/12 21:00
0,252.72,0,0,1,23,1049,Clear,sky is clear,2016/1/12 23:00
0,252.14,0,0,1,0,655,Clear,sky is clear,2016/1/13 0:00
0,251.51,0,0,1,2,486,Snow,light snow,2016/1/13 2:00
0,252.72,0,0,40,4,948,Clouds,scattered clouds,2016/1/13 4:00
0,254.61,0,0,90,6,5587,Clouds,overcast clouds,2016/1/13 6:00
0,254.96,0,0,90,8,6191,Clouds,overcast clouds,2016/1/13 8:00
0,258.14,0,0,90,10,4222,Snow,light snow,2016/1/13 10:00
0,258.14,0,0,90,10,4222,Haze,haze,2016/1/13 10:00
0,262.14,0,0,90,12,4639,Clouds,overcast clouds,2016/1/13 12:00
0,265.65,0,0,75,14,5167,Clouds,broken clouds,2016/1/13 14:00
0,266.94,0,0,1,16,6636,Haze,haze,2016/1/13 16:00
0,265.52,0,0,1,18,4648,Haze,haze,2016/1/13 18:00
0,263.62,0,0,1,20,2702,Haze,haze,2016/1/13 20:00
0,263.22,0,0,75,22,1587,Haze,haze,2016/1/13 22:00
0,263.22,0,0,75,22,1587,Mist,mist,2016/1/13 22:00
0,263.08,0,0,1,23,1049,Haze,haze,2016/1/13 23:00
0,263.08,0,0,1,23,1049,Mist,mist,2016/1/13 23:00
0,264.22,0,0,40,1,351,Mist,mist,2016/1/14 1:00
0,264.22,0,0,40,1,351,Haze,haze,2016/1/14 1:00
0,265.08,0,0,75,4,835,Haze,haze,2016/1/14 4:00
0,265.08,0,0,75,4,835,Mist,mist,2016/1/14 4:00
0,265.15,0,0,90,6,5136,Haze,haze,2016/1/14 6:00
0,265.65,0,0,40,8,5714,Haze,haze,2016/1/14 8:00
0,265.65,0,0,40,8,5714,Mist,mist,2016/1/14 8:00
0,266.08,0,0,90,10,4297,Haze,haze,2016/1/14 10:00
0,266.08,0,0,90,10,4297,Mist,mist,2016/1/14 10:00
0,268.08,0,0,90,12,4754,Haze,haze,2016/1/14 12:00
0,268.08,0,0,90,12,4754,Mist,mist,2016/1/14 12:00
0,269.51,0,0,90,14,5462,Mist,mist,2016/1/14 14:00
0,269.51,0,0,90,14,5462,Haze,haze,2016/1/14 14:00
0,269.58,0,0,90,16,6713,Haze,haze,2016/1/14 16:00
0,269.58,0,0,90,16,6713,Mist,mist,2016/1/14 16:00
0,269.15,0,0,90,18,4437,Mist,mist,2016/1/14 18:00
0,269.15,0,0,90,18,4437,Haze,haze,2016/1/14 18:00
0,269.22,0,0,90,20,2826,Mist,mist,2016/1/14 20:00
0,269.22,0,0,90,20,2826,Haze,haze,2016/1/14 20:00
0,268.94,0,0,75,22,1871,Mist,mist,2016/1/14 22:00
0,268.94,0,0,75,22,1871,Haze,haze,2016/1/14 22:00
0,268.58,0,0,90,0,753,Mist,mist,2016/1/15 0:00
0,268.58,0,0,90,0,753,Haze,haze,2016/1/15 0:00
0,268.58,0,0,90,0,753,Snow,light snow,2016/1/15 0:00
0,268.29,0,0,90,1,481,Mist,mist,2016/1/15 1:00
0,267.58,0,0,90,4,829,Mist,mist,2016/1/15 4:00
0,267.58,0,0,90,4,829,Haze,haze,2016/1/15 4:00
0,267.58,0,0,90,4,829,Snow,light snow,2016/1/15 4:00
0,267.22,0,0,90,6,5394,Mist,mist,2016/1/15 6:00
0,267.22,0,0,90,6,5394,Snow,light snow,2016/1/15 6:00
0,267.01,0,0,90,8,5502,Mist,mist,2016/1/15 8:00
0,267.01,0,0,90,8,5502,Snow,light snow,2016/1/15 8:00
0,266.63,0,0,90,10,4447,Snow,light snow,2016/1/15 10:00
0,266.02,0,0,90,12,5154,Clouds,overcast clouds,2016/1/15 12:00
0,267.01,0,0,90,14,5563,Clouds,overcast clouds,2016/1/15 14:00
0,266.79,0,0,1,16,6483,Clear,sky is clear,2016/1/15 16:00
0,265.82,0,0,1,18,4799,Clear,sky is clear,2016/1/15 18:00
0,265.09,0,0,40,20,2942,Clouds,scattered clouds,2016/1/15 20:00
0,262.86,0,0,90,22,3324,Clouds,overcast clouds,2016/1/15 22:00
0,262.01,0,0,90,23,1700,Clouds,overcast clouds,2016/1/15 23:00
0,261.73,0,0,90,0,1467,Clouds,overcast clouds,2016/1/16 0:00
0,261.28,0,0,75,1,1033,Clouds,broken clouds,2016/1/16 1:00
0,259.8,0,0,40,2,738,Clouds,scattered clouds,2016/1/16 2:00
0,257.3,0,0,1,5,688,Clear,sky is clear,2016/1/16 5:00
0,255.22,0,0,1,6,1211,Clear,sky is clear,2016/1/16 6:00
0,254.68,0,0,40,7,1870,Clouds,scattered clouds,2016/1/16 7:00
0,254.51,0,0,40,8,2603,Clouds,scattered clouds,2016/1/16 8:00
0,255.22,0,0,90,10,3746,Clouds,overcast clouds,2016/1/16 10:00
0,255.35,0,0,90,11,4207,Snow,light snow,2016/1/16 11:00
0,255.35,0,0,90,11,4207,Haze,haze,2016/1/16 11:00
0,255.51,0,0,90,12,4601,Snow,light snow,2016/1/16 12:00
0,255.51,0,0,90,12,4601,Haze,haze,2016/1/16 12:00
0,255.87,0,0,75,14,4632,Haze,haze,2016/1/16 14:00
0,255.15,0,0,1,16,4636,Clear,sky is clear,2016/1/16 16:00
0,253.46,0,0,1,18,3917,Clear,sky is clear,2016/1/16 18:00
0,252.22,0,0,5,20,2683,Clear,sky is clear,2016/1/16 20:00
0,251.35,0,0,1,22,2349,Clear,sky is clear,2016/1/16 22:00
0,250.35,0,0,1,23,2082,Clear,sky is clear,2016/1/16 23:00
0,250.15,0,0,1,0,1065,Clear,sky is clear,2016/1/17 0:00
0,248.75,0,0,1,2,644,Clear,sky is clear,2016/1/17 2:00
0,248.41,0,0,1,3,343,Clear,sky is clear,2016/1/17 3:00
0,248.28,0,0,90,4,466,Haze,haze,2016/1/17 4:00
0,247.68,0,0,40,6,929,Clouds,scattered clouds,2016/1/17 6:00
